County,State_Abbr,State_Desc,CountyFIPS,Latitude,Longitude
Jackson County,GA,Georgia,13157,34.1309052,-83.5625568
Jasper County,GA,Georgia,13159,33.3169807,-83.6891515
Jeff Davis County,GA,Georgia,13161,31.8116153,-82.6368248
Jefferson County,GA,Georgia,13163,33.0581756,-82.4200036
Jenkins County,GA,Georgia,13165,32.7945631,-81.9715244
Johnson County,GA,Georgia,13167,32.6945842,-82.6639696
Jones County,GA,Georgia,13169,33.0216636,-83.5621958
Lamar County,GA,Georgia,13171,33.0744405,-84.1466893
Lanier County,GA,Georgia,13173,31.0381973,-83.0631635
Laurens County,GA,Georgia,13175,32.3932197,-82.9263171
Lee County,GA,Georgia,13177,31.8184185,-84.1466814
Liberty County,GA,Georgia,13179,31.8074582,-81.4578709
Lincoln County,GA,Georgia,13181,33.7921507,-82.4482992
Long County,GA,Georgia,13183,31.7495633,-81.7428697
Lowndes County,GA,Georgia,13185,30.833145,-83.2689952
Lumpkin County,GA,Georgia,13187,34.5681403,-83.9989251
Macon County,GA,Georgia,13193,32.3626859,-84.0512306
Madison County,GA,Georgia,13195,34.1285257,-83.2037373
Marion County,GA,Georgia,13197,32.3593118,-84.5287354
McDuffie County,GA,Georgia,13189,33.4806126,-82.4795333
McIntosh County,GA,Georgia,13191,31.485629,-81.3721413
Meriwether County,GA,Georgia,13199,33.0292666,-84.6670579
Miller County,GA,Georgia,13201,31.1629309,-84.7303983
Mitchell County,GA,Georgia,13205,31.228997,-84.192038
Monroe County,GA,Georgia,13207,33.0174037,-83.9228373
Montgomery County,GA,Georgia,13209,32.1721081,-82.5333487
Morgan County,GA,Georgia,13211,33.5986957,-83.4994346
Murray County,GA,Georgia,13213,34.7970974,-84.7379899
Muscogee County,GA,Georgia,13215,32.510197,-84.874946
Newton County,GA,Georgia,13217,33.5527507,-83.8513597
Oconee County,GA,Georgia,13219,33.8341247,-83.4377284
Oglethorpe County,GA,Georgia,13221,33.8668062,-83.0740805
Paulding County,GA,Georgia,13223,33.9210299,-84.8671693
Peach County,GA,Georgia,13225,32.5713241,-83.8319779
Pickens County,GA,Georgia,13227,34.4567464,-84.4903508
Pierce County,GA,Georgia,13229,31.353998,-82.2103703
Pike County,GA,Georgia,13231,33.0811487,-84.3894621
Polk County,GA,Georgia,13233,33.9960153,-85.1883384
Pulaski County,GA,Georgia,13235,32.2388026,-83.4818454
Putnam County,GA,Georgia,13237,33.3210605,-83.3717898
Quitman County,GA,Georgia,13239,31.8629381,-85.0047978
Rabun County,GA,Georgia,13241,34.8839345,-83.4048701
Randolph County,GA,Georgia,13243,31.762651,-84.7523108
Richmond County,GA,Georgia,13245,33.3614863,-82.0749982
Rockdale County,GA,Georgia,13247,33.6520811,-84.0263696
Schley County,GA,Georgia,13249,32.2634439,-84.3227083
Screven County,GA,Georgia,13251,32.7447512,-81.6175849
Seminole County,GA,Georgia,13253,30.9339599,-84.8676853
Spalding County,GA,Georgia,13255,33.2623481,-84.2849046
Stephens County,GA,Georgia,13257,34.5535825,-83.2905877
Stewart County,GA,Georgia,13259,32.073225,-84.8349117
Sumter County,GA,Georgia,13261,32.0422659,-84.2042935
Talbot County,GA,Georgia,13263,32.7046026,-84.5300288
Taliaferro County,GA,Georgia,13265,33.559319,-82.8752721
Tattnall County,GA,Georgia,13267,32.0437683,-82.0592081
Taylor County,GA,Georgia,13269,32.5546668,-84.2514261
Telfair County,GA,Georgia,13271,31.9136406,-82.9310634
Terrell County,GA,Georgia,13273,31.7771909,-84.4394464
Thomas County,GA,Georgia,13275,30.8646195,-83.9198155
Tift County,GA,Georgia,13277,31.4570027,-83.5259307
Toombs County,GA,Georgia,13279,32.1177534,-82.3305967
Towns County,GA,Georgia,13281,34.9025294,-83.7322645
Treutlen County,GA,Georgia,13283,32.4095857,-82.5708819
Troup County,GA,Georgia,13285,33.034482,-85.02836
Turner County,GA,Georgia,13287,31.7248005,-83.6203195
Twiggs County,GA,Georgia,13289,32.6658469,-83.4258792
Union County,GA,Georgia,13291,34.833333,-83.9892568
Upson County,GA,Georgia,13293,32.8818367,-84.2922831
Walker County,GA,Georgia,13295,34.735802,-85.3054565
Walton County,GA,Georgia,13297,33.7838866,-83.731829
Ware County,GA,Georgia,13299,31.050881,-82.4215072
Warren County,GA,Georgia,13301,33.4191691,-82.6880123
Washington County,GA,Georgia,13303,32.9718435,-82.7981123
Wayne County,GA,Georgia,13305,31.5478449,-81.9123763
Webster County,GA,Georgia,13307,32.0466911,-84.5538279
Wheeler County,GA,Georgia,13309,32.105258,-82.7338492
White County,GA,Georgia,13311,34.6441817,-83.7430004
Whitfield County,GA,Georgia,13313,34.8017261,-84.968541
Wilcox County,GA,Georgia,13315,31.9627199,-83.4382586
Wilkes County,GA,Georgia,13317,33.7790312,-82.7479211
Wilkinson County,GA,Georgia,13319,32.8042663,-83.1755122
Worth County,GA,Georgia,13321,31.5517733,-83.8499598
Hawaii County,HI,Hawaii,15001,19.5977643,-155.5024434
Honolulu County,HI,Hawaii,15003,21.4613654,-158.201974
Kauai County,HI,Hawaii,15007,22.0120383,-159.7059653
Maui County,HI,Hawaii,15009,20.8559308,-156.6015502
Adair County,IA,Iowa,19001,41.3285283,-94.4781643
Adams County,IA,Iowa,19003,41.0216555,-94.6969059
Allamakee County,IA,Iowa,19005,43.2749637,-91.382751
Appanoose County,IA,Iowa,19007,40.7442493,-92.8730616
Audubon County,IA,Iowa,19009,41.679178,-94.9043119
Benton County,IA,Iowa,19011,42.0925474,-92.05763
Black Hawk County,IA,Iowa,19013,42.4711317,-92.3076003
Boone County,IA,Iowa,19015,42.038623,-93.938605
Bremer County,IA,Iowa,19017,42.7808946,-92.3273559
Buchanan County,IA,Iowa,19019,42.4703284,-91.8386658
Buena Vista County,IA,Iowa,19021,42.7415219,-95.1414324
Butler County,IA,Iowa,19023,42.734757,-92.780153
Calhoun County,IA,Iowa,19025,42.3861699,-94.6436829
Carroll County,IA,Iowa,19027,42.0395021,-94.8676496
Cass County,IA,Iowa,19029,41.3338235,-94.9333023
Cedar County,IA,Iowa,19031,41.77236,-91.1326105
Cerro Gordo County,IA,Iowa,19033,43.0749751,-93.2509646
Cherokee County,IA,Iowa,19035,42.7427375,-95.6332616
Chickasaw County,IA,Iowa,19037,43.0597409,-92.3172101
Clarke County,IA,Iowa,19039,41.0297257,-93.7852594
Clay County,IA,Iowa,19041,43.0812244,-95.1498753
Clayton County,IA,Iowa,19043,42.8409849,-91.3235764
Clinton County,IA,Iowa,19045,41.8980732,-90.5342431
Crawford County,IA,Iowa,19047,42.0431192,-95.3890903
Dallas County,IA,Iowa,19049,41.6853205,-94.0407065
Davis County,IA,Iowa,19051,40.7480892,-92.4103453
Decatur County,IA,Iowa,19053,40.7363787,-93.7845799
Delaware County,IA,Iowa,19055,42.4729373,-91.3667667
Des Moines County,IA,Iowa,19057,40.9153393,-91.1869253
Dickinson County,IA,Iowa,19059,43.3896107,-95.1960572
Dubuque County,IA,Iowa,19061,42.4634808,-90.8787708
Emmet County,IA,Iowa,19063,43.3779844,-94.6693702
Fayette County,IA,Iowa,19065,42.8641219,-91.8403761
Floyd County,IA,Iowa,19067,43.052741,-92.7873669
Franklin County,IA,Iowa,19069,42.7365451,-93.2714152
Fremont County,IA,Iowa,19071,40.7425902,-95.5991816
Greene County,IA,Iowa,19073,42.0425128,-94.3887271
Grundy County,IA,Iowa,19075,42.4033387,-92.7902437
Guthrie County,IA,Iowa,19077,41.6835728,-94.5012723
Hamilton County,IA,Iowa,19079,42.3907886,-93.7091296
Hancock County,IA,Iowa,19081,43.0754105,-93.7436965
Hardin County,IA,Iowa,19083,42.3902079,-93.241669
Harrison County,IA,Iowa,19085,41.6885844,-95.8271491
Henry County,IA,Iowa,19087,40.9848025,-91.5472594
Howard County,IA,Iowa,19089,43.3653125,-92.3219084
Humboldt County,IA,Iowa,19091,42.7822212,-94.2027754
Ida County,IA,Iowa,19093,42.3918601,-95.5074206
Iowa County,IA,Iowa,19095,41.6839184,-92.0591226
Jackson County,IA,Iowa,19097,42.1642256,-90.5745819
Jasper County,IA,Iowa,19099,41.6855513,-93.0541468
Jefferson County,IA,Iowa,19101,41.0063762,-91.9666277
Johnson County,IA,Iowa,19103,41.670668,-91.5905285
Jones County,IA,Iowa,19105,42.1251175,-91.1169141
Keokuk County,IA,Iowa,19107,41.3311823,-92.1677213
Kossuth County,IA,Iowa,19109,43.212356,-94.2139652
Lee County,IA,Iowa,19111,40.6475875,-91.4771574
Linn County,IA,Iowa,19113,42.0779506,-91.5976735
Louisa County,IA,Iowa,19115,41.2182111,-91.2569936
Lucas County,IA,Iowa,19117,41.033344,-93.3314666
Lyon County,IA,Iowa,19119,43.3835796,-96.2072011
Madison County,IA,Iowa,19121,41.3306216,-94.0151842
Mahaska County,IA,Iowa,19123,41.3307973,-92.6363661
Marion County,IA,Iowa,19125,41.3314327,-93.0938678
Marshall County,IA,Iowa,19127,42.0416996,-92.9814034
Mills County,IA,Iowa,19129,41.0337028,-95.619101
Mitchell County,IA,Iowa,19131,43.3485643,-92.7844663
Monona County,IA,Iowa,19133,42.0494317,-95.9565661
Monroe County,IA,Iowa,19135,41.0288473,-92.8696415
Montgomery County,IA,Iowa,19137,41.0217348,-95.1577896
Muscatine County,IA,Iowa,19139,41.483776,-91.1186992
O'Brien County,IA,Iowa,19141,43.0837455,-95.6256244
Osceola County,IA,Iowa,19143,43.3785421,-95.6337878
Page County,IA,Iowa,19145,40.7390972,-95.1443014
Palo Alto County,IA,Iowa,19147,43.0753374,-94.6690546
Plymouth County,IA,Iowa,19149,42.7375854,-96.2158638
Pocahontas County,IA,Iowa,19151,42.7340333,-94.6782789
Polk County,IA,Iowa,19153,41.6848158,-93.568971
Pottawattamie County,IA,Iowa,19155,41.3401835,-95.5449053
Poweshiek County,IA,Iowa,19157,41.6846421,-92.5229344
Ringgold County,IA,Iowa,19159,40.7353342,-94.2442514
Sac County,IA,Iowa,19161,42.3875259,-95.1052244
Scott County,IA,Iowa,19163,41.6420791,-90.6222889
Shelby County,IA,Iowa,19165,41.6790143,-95.3089173
Sioux County,IA,Iowa,19167,43.082646,-96.1780098
Story County,IA,Iowa,19169,42.0375379,-93.4660934
Tama County,IA,Iowa,19171,42.074848,-92.5294115
Taylor County,IA,Iowa,19173,40.7379489,-94.6971082
Union County,IA,Iowa,19175,41.0285502,-94.2450907
Van Buren County,IA,Iowa,19177,40.7541168,-91.952943
Wapello County,IA,Iowa,19179,41.0312751,-92.4094658
Warren County,IA,Iowa,19181,41.3324459,-93.5687512
Washington County,IA,Iowa,19183,41.3294012,-91.7250523
Wayne County,IA,Iowa,19185,40.7399827,-93.3326126
Webster County,IA,Iowa,19187,42.4335786,-94.1758309
Winnebago County,IA,Iowa,19189,43.3781243,-93.7434883
Winneshiek County,IA,Iowa,19191,43.2929889,-91.850788
Woodbury County,IA,Iowa,19193,42.3932198,-96.0532956
Worth County,IA,Iowa,19195,43.373491,-93.2485332
Wright County,IA,Iowa,19197,42.7330073,-93.7347352
Ada County,ID,Idaho,16001,43.4514767,-116.244376
Adams County,ID,Idaho,16003,44.877004,-116.4616241
Bannock County,ID,Idaho,16005,42.6929211,-112.2289819
Bear Lake County,ID,Idaho,16007,42.2858922,-111.3275168
Benewah County,ID,Idaho,16009,47.2184513,-116.6335414
Bingham County,ID,Idaho,16011,43.2163568,-112.3992058
Blaine County,ID,Idaho,16013,43.394192,-113.9553713
Boise County,ID,Idaho,16015,43.9872749,-115.7151105
Bonner County,ID,Idaho,16017,48.3167955,-116.612362
Bonneville County,ID,Idaho,16019,43.3951708,-111.6218783
Boundary County,ID,Idaho,16021,48.7731313,-116.5246676
Butte County,ID,Idaho,16023,43.685101,-113.1776308
Camas County,ID,Idaho,16025,43.5025515,-114.7721349
Canyon County,ID,Idaho,16027,43.6257956,-116.709058
Caribou County,ID,Idaho,16029,42.7860724,-111.5442734
Cassia County,ID,Idaho,16031,42.282313,-113.6263276
Clark County,ID,Idaho,16033,44.290218,-112.3546128
Clearwater County,ID,Idaho,16035,46.67257,-115.6535003
Custer County,ID,Idaho,16037,44.273351,-114.2522675
Elmore County,ID,Idaho,16039,43.3946984,-115.471205
Franklin County,ID,Idaho,16041,42.1736093,-111.8229653
Fremont County,ID,Idaho,16043,44.2180909,-111.484429
Gem County,ID,Idaho,16045,44.0614727,-116.3987839
Gooding County,ID,Idaho,16047,42.9731849,-114.8214203
Idaho County,ID,Idaho,16049,45.849644,-115.4673371
Jefferson County,ID,Idaho,16051,43.7969649,-112.3185879
Jerome County,ID,Idaho,16053,42.6913953,-114.2620858
Kootenai County,ID,Idaho,16055,47.6759569,-116.6959192
Latah County,ID,Idaho,16057,46.8189202,-116.7309737
Lemhi County,ID,Idaho,16059,44.9285059,-113.8870422
Lewis County,ID,Idaho,16061,46.2363277,-116.42376
Lincoln County,ID,Idaho,16063,42.9907824,-114.1530888
Madison County,ID,Idaho,16065,43.788614,-111.6569925
Minidoka County,ID,Idaho,16067,42.8572114,-113.6398404
Nez Perce County,ID,Idaho,16069,46.3337914,-116.7609091
Oneida County,ID,Idaho,16071,42.1838954,-112.5204486
Owyhee County,ID,Idaho,16073,42.5728508,-116.1896903
Payette County,ID,Idaho,16075,44.00243,-116.7502379
Power County,ID,Idaho,16077,42.694126,-112.844407
Shoshone County,ID,Idaho,16079,47.3476935,-115.8850916
Teton County,ID,Idaho,16081,43.7609939,-111.2117653
Twin Falls County,ID,Idaho,16083,42.352309,-114.6656386
Valley County,ID,Idaho,16085,44.8559596,-115.6180612
Washington County,ID,Idaho,16087,44.4482229,-116.7977917
Adams County,IL,Illinois,17001,39.9860525,-91.1949607
Alexander County,IL,Illinois,17003,37.1836583,-89.3495158
Bond County,IL,Illinois,17005,38.885924,-89.4365916
Boone County,IL,Illinois,17007,42.3189831,-88.8242951
Brown County,IL,Illinois,17009,39.9620694,-90.7503095
Bureau County,IL,Illinois,17011,41.4013043,-89.5283772
Calhoun County,IL,Illinois,17013,39.1642619,-90.6662948
Carroll County,IL,Illinois,17015,42.0709,-89.9241894
Cass County,IL,Illinois,17017,39.9692024,-90.2457045
Champaign County,IL,Illinois,17019,40.1389845,-88.1969749
Christian County,IL,Illinois,17021,39.5455242,-89.2795927
Clark County,IL,Illinois,17023,39.3323343,-87.7916832
Clay County,IL,Illinois,17025,38.7468187,-88.4823254
Clinton County,IL,Illinois,17027,38.6062953,-89.4262278
Coles County,IL,Illinois,17029,39.5136797,-88.220782
Cook County,IL,Illinois,17031,41.8942937,-87.6454546
Crawford County,IL,Illinois,17033,39.0027865,-87.7606193
Cumberland County,IL,Illinois,17035,39.273121,-88.2406193
De Witt County,IL,Illinois,17039,40.1814993,-88.9018526
DeKalb County,IL,Illinois,17037,41.8946125,-88.768991
Douglas County,IL,Illinois,17041,39.766078,-88.2228656
DuPage County,IL,Illinois,17043,41.8520577,-88.0860389
Edgar County,IL,Illinois,17045,39.679037,-87.7471102
Edwards County,IL,Illinois,17047,38.4170954,-88.0479408
Effingham County,IL,Illinois,17049,39.0479445,-88.5928488
Fayette County,IL,Illinois,17051,39.0011246,-89.0179232
Ford County,IL,Illinois,17053,40.5965386,-88.2245882
Franklin County,IL,Illinois,17055,37.9918516,-88.9263215
Fulton County,IL,Illinois,17057,40.4652401,-90.2022689
Gallatin County,IL,Illinois,17059,37.7686768,-88.2279642
Greene County,IL,Illinois,17061,39.3554391,-90.3876823
Grundy County,IL,Illinois,17063,41.2924096,-88.4010545
Hamilton County,IL,Illinois,17065,38.0852273,-88.5390093
Hancock County,IL,Illinois,17067,40.401318,-91.1688008
Hardin County,IL,Illinois,17069,37.5178517,-88.2661478
Henderson County,IL,Illinois,17071,40.814471,-90.9412464
Henry County,IL,Illinois,17073,41.3500209,-90.1308378
Iroquois County,IL,Illinois,17075,40.7488665,-87.833601
Jackson County,IL,Illinois,17077,37.7860959,-89.3812119
Jasper County,IL,Illinois,17079,39.0048857,-88.1507245
Jefferson County,IL,Illinois,17081,38.3007796,-88.92421
Jersey County,IL,Illinois,17083,39.0801945,-90.361385
Jo Daviess County,IL,Illinois,17085,42.3623905,-90.2114705
Johnson County,IL,Illinois,17087,37.4607092,-88.8821305
Kane County,IL,Illinois,17089,41.9395938,-88.4280395
Kankakee County,IL,Illinois,17091,41.1395105,-87.8611165
Kendall County,IL,Illinois,17093,41.5881403,-88.4306257
Knox County,IL,Illinois,17095,40.9309446,-90.2137921
LaSalle County,IL,Illinois,17099,41.3433407,-88.8859312
Lake County,IL,Illinois,17097,42.1859677,-87.8059389
Lawrence County,IL,Illinois,17101,38.7189542,-87.7302207
Lee County,IL,Illinois,17103,41.7474465,-89.2993616
Livingston County,IL,Illinois,17105,40.8943761,-88.5528518
Logan County,IL,Illinois,17107,40.1292768,-89.3653086
Macon County,IL,Illinois,17115,39.8602372,-88.9615288
Macoupin County,IL,Illinois,17117,39.2659138,-89.9263301
Madison County,IL,Illinois,17119,38.8271195,-89.9002267
Marion County,IL,Illinois,17121,38.6482361,-88.9203624
Marshall County,IL,Illinois,17123,41.0311192,-89.3423714
Mason County,IL,Illinois,17125,40.2369926,-89.9135746
Massac County,IL,Illinois,17127,37.216119,-88.7056578
McDonough County,IL,Illinois,17109,40.4558082,-90.6789543
McHenry County,IL,Illinois,17111,42.3242982,-88.452245
McLean County,IL,Illinois,17113,40.4945594,-88.8445391
Menard County,IL,Illinois,17129,40.0225693,-89.7941326
Mercer County,IL,Illinois,17131,41.2056046,-90.7417698
Monroe County,IL,Illinois,17133,38.2779831,-90.1790777
Montgomery County,IL,Illinois,17135,39.2280681,-89.4781406
Morgan County,IL,Illinois,17137,39.7176678,-90.2050054
Moultrie County,IL,Illinois,17139,39.6368956,-88.6257259
Ogle County,IL,Illinois,17141,42.041884,-89.3201764
Peoria County,IL,Illinois,17143,40.7859722,-89.7669933
Perry County,IL,Illinois,17145,38.0843809,-89.3685249
Piatt County,IL,Illinois,17147,40.0090327,-88.5923546
Pike County,IL,Illinois,17149,39.6251059,-90.8890344
Pope County,IL,Illinois,17151,37.4171687,-88.5423737
Pulaski County,IL,Illinois,17153,37.2156152,-89.1277549
Putnam County,IL,Illinois,17155,41.1989613,-89.2983474
Randolph County,IL,Illinois,17157,38.0565149,-89.8212096
Richland County,IL,Illinois,17159,38.7121872,-88.0854523
Rock Island County,IL,Illinois,17161,41.4684205,-90.5721252
Saline County,IL,Illinois,17165,37.7515083,-88.5450236
Sangamon County,IL,Illinois,17167,39.7568863,-89.662435
Schuyler County,IL,Illinois,17169,40.1569048,-90.6134641
Scott County,IL,Illinois,17171,39.6370016,-90.4777707
Shelby County,IL,Illinois,17173,39.3849258,-88.7988615
St. Clair County,IL,Illinois,17163,38.4701976,-89.9285459
Stark County,IL,Illinois,17175,41.0969077,-89.7974111
Stephenson County,IL,Illinois,17177,42.3497262,-89.6659942
Tazewell County,IL,Illinois,17179,40.5080743,-89.5162598
Union County,IL,Illinois,17181,37.4856521,-89.2446391
Vermilion County,IL,Illinois,17183,40.1867542,-87.7267779
Wabash County,IL,Illinois,17185,38.4458209,-87.8391674
Warren County,IL,Illinois,17187,40.8504412,-90.6202228
Washington County,IL,Illinois,17189,38.3531405,-89.4171873
Wayne County,IL,Illinois,17191,38.4318573,-88.4324302
White County,IL,Illinois,17193,38.0873259,-88.1786227
Whiteside County,IL,Illinois,17195,41.7506733,-89.9110045
Will County,IL,Illinois,17197,41.4484742,-87.9784564
Williamson County,IL,Illinois,17199,37.7303533,-88.9300182
Winnebago County,IL,Illinois,17201,42.3373957,-89.1612053
Woodford County,IL,Illinois,17203,40.789787,-89.2105871
Adams County,IN,Indiana,18001,40.7457327,-84.9361303
Allen County,IN,Indiana,18003,41.0919086,-85.0717907
Bartholomew County,IN,Indiana,18005,39.205843,-85.8979988
Benton County,IN,Indiana,18007,40.6009394,-87.3147863
Blackford County,IN,Indiana,18009,40.4726717,-85.3237297
Boone County,IN,Indiana,18011,40.0508916,-86.4690137
Brown County,IN,Indiana,18013,39.1951131,-86.2301209
Carroll County,IN,Indiana,18015,40.5849801,-86.5651412
Cass County,IN,Indiana,18017,40.7537986,-86.3551685
Clark County,IN,Indiana,18019,38.4762174,-85.7111221
Clay County,IN,Indiana,18021,39.3939279,-87.1158582
Clinton County,IN,Indiana,18023,40.305944,-86.4775665
Crawford County,IN,Indiana,18025,38.2894327,-86.4408711
Daviess County,IN,Indiana,18027,38.6960898,-87.076943
DeKalb County,IN,Indiana,18033,41.3967596,-85.0026969
Dearborn County,IN,Indiana,18029,39.1408973,-84.975868
Decatur County,IN,Indiana,18031,39.3059799,-85.499831
Delaware County,IN,Indiana,18035,40.2275433,-85.3992617
Dubois County,IN,Indiana,18037,38.3733441,-86.8733845
Elkhart County,IN,Indiana,18039,41.6006928,-85.8639864
Fayette County,IN,Indiana,18041,39.6396552,-85.1850315
Floyd County,IN,Indiana,18043,38.3180811,-85.9118469
Fountain County,IN,Indiana,18045,40.1212366,-87.2348725
Franklin County,IN,Indiana,18047,39.409762,-85.0669641
Fulton County,IN,Indiana,18049,41.0503837,-86.265006
Gibson County,IN,Indiana,18051,38.3173981,-87.5805231
Grant County,IN,Indiana,18053,40.5157575,-85.6549455
Greene County,IN,Indiana,18055,39.0471466,-87.0047712
Hamilton County,IN,Indiana,18057,40.0535128,-86.021709
Hancock County,IN,Indiana,18059,39.8225286,-85.7731503
Harrison County,IN,Indiana,18061,38.1864535,-86.1037661
Hendricks County,IN,Indiana,18063,39.7689632,-86.5099075
Henry County,IN,Indiana,18065,39.9295911,-85.3973629
Howard County,IN,Indiana,18067,40.4835368,-86.1141178
Huntington County,IN,Indiana,18069,40.8263938,-85.4785975
Jackson County,IN,Indiana,18071,38.9119571,-86.0425161
Jasper County,IN,Indiana,18073,41.0176883,-87.1188137
Jay County,IN,Indiana,18075,40.434956,-85.0023313
Jefferson County,IN,Indiana,18077,38.7836039,-85.44009
Jennings County,IN,Indiana,18079,38.9962289,-85.628103
Johnson County,IN,Indiana,18081,39.496092,-86.0942641
Knox County,IN,Indiana,18083,38.688381,-87.4203583
Kosciusko County,IN,Indiana,18085,41.2442928,-85.8615754
LaGrange County,IN,Indiana,18087,41.6424623,-85.4278448
LaPorte County,IN,Indiana,18091,41.5490129,-86.7447386
Lake County,IN,Indiana,18089,41.472247,-87.3743368
Lawrence County,IN,Indiana,18093,38.8398148,-86.4878198
Madison County,IN,Indiana,18095,40.166203,-85.7224543
Marion County,IN,Indiana,18097,39.7829759,-86.1357939
Marshall County,IN,Indiana,18099,41.3250032,-86.2690363
Martin County,IN,Indiana,18101,38.705322,-86.8018468
Miami County,IN,Indiana,18103,40.7728833,-86.0442575
Monroe County,IN,Indiana,18105,39.1607286,-86.52331
Montgomery County,IN,Indiana,18107,40.0402962,-86.8927145
Morgan County,IN,Indiana,18109,39.4826458,-86.4474573
Newton County,IN,Indiana,18111,40.9623985,-87.4021716
Noble County,IN,Indiana,18113,41.4046794,-85.4172708
Ohio County,IN,Indiana,18115,38.940527,-84.9642994
Orange County,IN,Indiana,18117,38.5473812,-86.489257
Owen County,IN,Indiana,18119,39.3173394,-86.8388453
Parke County,IN,Indiana,18121,39.7742496,-87.1969502
Perry County,IN,Indiana,18123,38.0814361,-86.6265397
Pike County,IN,Indiana,18125,38.3979613,-87.2325472
Porter County,IN,Indiana,18127,41.5099144,-87.0713128
Posey County,IN,Indiana,18129,38.0276138,-87.8686526
Pulaski County,IN,Indiana,18131,41.0452718,-86.6925383
Putnam County,IN,Indiana,18133,39.6655479,-86.8533729
Randolph County,IN,Indiana,18135,40.1640793,-85.0057896
Ripley County,IN,Indiana,18137,39.1002257,-85.2604937
Rush County,IN,Indiana,18139,39.6223616,-85.4665291
Scott County,IN,Indiana,18143,38.6794309,-85.7518981
Shelby County,IN,Indiana,18145,39.5241345,-85.7921742
Spencer County,IN,Indiana,18147,38.0096966,-87.0103746
St. Joseph County,IN,Indiana,18141,41.6177233,-86.2880476
Starke County,IN,Indiana,18149,41.2844785,-86.6446359
Steuben County,IN,Indiana,18151,41.643467,-85.0024051
Sullivan County,IN,Indiana,18153,39.0892251,-87.4158429
Switzerland County,IN,Indiana,18155,38.8258545,-85.029681
Tippecanoe County,IN,Indiana,18157,40.3891334,-86.8935538
Tipton County,IN,Indiana,18159,40.3102294,-86.0562066
Union County,IN,Indiana,18161,39.6231109,-84.9251523
Vanderburgh County,IN,Indiana,18163,38.0200703,-87.5861659
Vermillion County,IN,Indiana,18165,39.8540452,-87.4620713
Vigo County,IN,Indiana,18167,39.430874,-87.3909894
Wabash County,IN,Indiana,18169,40.8437475,-85.7951915
Warren County,IN,Indiana,18171,40.3524984,-87.3751633
Warrick County,IN,Indiana,18173,38.0977282,-87.2720486
Washington County,IN,Indiana,18175,38.6006126,-86.1047512
Wayne County,IN,Indiana,18177,39.8630908,-85.0067351
Wells County,IN,Indiana,18179,40.7352727,-85.2129742
White County,IN,Indiana,18181,40.7509496,-86.8642934
Whitley County,IN,Indiana,18183,41.1364261,-85.5018918
Allen County,KS,Kansas,20001,37.8842285,-95.3009448
Anderson County,KS,Kansas,20003,38.2151139,-95.2920464
Atchison County,KS,Kansas,20005,39.5325441,-95.3133975
Barber County,KS,Kansas,20007,37.2229059,-98.685052
Barton County,KS,Kansas,20009,38.4812394,-98.7678374
Bourbon County,KS,Kansas,20011,37.8560997,-94.8509284
Brown County,KS,Kansas,20013,39.8259308,-95.5699047
Butler County,KS,Kansas,20015,37.7736487,-96.8388402
Chase County,KS,Kansas,20017,38.2994749,-96.5940289
Chautauqua County,KS,Kansas,20019,37.1542592,-96.2453962
Cherokee County,KS,Kansas,20021,37.1693922,-94.8456975
Cheyenne County,KS,Kansas,20023,39.7899166,-101.7273254
Clark County,KS,Kansas,20025,37.2338311,-99.8138686
Clay County,KS,Kansas,20027,39.3449643,-97.1688527
Cloud County,KS,Kansas,20029,39.4873286,-97.6413898
Coffey County,KS,Kansas,20031,38.2364502,-95.7291373
Comanche County,KS,Kansas,20033,37.1814417,-99.2512929
Cowley County,KS,Kansas,20035,37.2345068,-96.8372468
Crawford County,KS,Kansas,20037,37.5058215,-94.8538967
Decatur County,KS,Kansas,20039,39.783542,-100.4597084
Dickinson County,KS,Kansas,20041,38.8677353,-97.1579434
Doniphan County,KS,Kansas,20043,39.7885021,-95.1472253
Douglas County,KS,Kansas,20045,38.8964168,-95.2909475
Edwards County,KS,Kansas,20047,37.8835945,-99.3047457
Elk County,KS,Kansas,20049,37.4560259,-96.2446421
Ellis County,KS,Kansas,20051,38.9145967,-99.3173133
Ellsworth County,KS,Kansas,20053,38.7008451,-98.2053552
Finney County,KS,Kansas,20055,38.0498075,-100.7399674
Ford County,KS,Kansas,20057,37.6884159,-99.8847484
Franklin County,KS,Kansas,20059,38.5580187,-95.2789618
Geary County,KS,Kansas,20061,39.0021387,-96.7680996
Gove County,KS,Kansas,20063,38.9172385,-100.4873598
Graham County,KS,Kansas,20065,39.3549716,-99.8798939
Grant County,KS,Kansas,20067,37.547537,-101.2993622
Gray County,KS,Kansas,20069,37.7445134,-100.4517163
Greeley County,KS,Kansas,20071,38.4804041,-101.8059697
Greenwood County,KS,Kansas,20073,37.8793472,-96.2417321
Hamilton County,KS,Kansas,20075,37.9952438,-101.7936887
Harper County,KS,Kansas,20077,37.188184,-98.0665901
Harvey County,KS,Kansas,20079,38.0501436,-97.4367065
Haskell County,KS,Kansas,20081,37.554979,-100.8799515
Hodgeman County,KS,Kansas,20083,38.0874927,-99.8984067
Jackson County,KS,Kansas,20085,39.4111453,-95.794485
Jefferson County,KS,Kansas,20087,39.239644,-95.375314
Jewell County,KS,Kansas,20089,39.7770053,-98.2226185
Johnson County,KS,Kansas,20091,38.8839065,-94.8223295
